ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GOBP_REGULATION_OF_FIBROBLAST_MIGRATION,"Any process that modulates the rate, frequency or extent of fibroblast cell migration. Fibroblast cell migration is accomplished by extension and retraction of a pseudopodium. [GOC:dph, GOC:tb]",9/926,35/12583,0.2571428571428571,3.494199321197161,4.164519110835521,7.498794193687955e-4,0.0127865802811764,0.010065367134621665,THBS1/SDC4/ZEB2/GNA13/GNA12/RAC1/ITGB1/TGFB1/BRAF,9
GOBP_T_HELPER_17_CELL_DIFFERENTIATION,"The process in which a relatively unspecialized T cell acquires the specialized features of a T-helper 17 (Th17) cell. A Th17 cell is a CD4-positive, alpha-beta T cell with the phenotype RORgamma-t-positive that produces IL-17. [CL:0000899, GOC:BHF, GOC:ebc]",9/926,35/12583,0.2571428571428571,3.494199321197161,4.164519110835521,7.498794193687955e-4,0.0127865802811764,0.010065367134621665,SMAD7/EP300/MALT1/LGALS1/OPA1/IL6R/SOCS3/CD69/ZC3H12A,9
GOBP_ANTERIOR_POSTERIOR_PATTERN_SPECIFICATION,"The regionalization process in which specific areas of cell differentiation are determined along the anterior-posterior axis. The anterior-posterior axis is defined by a line that runs from the head or mouth of an organism to the tail or opposite end of the organism. [GOC:dph, GOC:go_curators, GOC:isa_complete, GOC:tb]",19/926,116/12583,0.16379310344827586,2.2257112534445516,3.7378607988635792,7.724183042588033e-4,0.013130788310769023,0.01033632153465267,BHLHE40/NKX3-1/CTNNB1/ZEB2/SMAD3/NRARP/HIPK2/SKI/ETS2/EP300/BASP1/PGAP1/RARG/HOXA5/KDM2B/SSBP3/PCSK6/RBPJ/DDIT3,19
GOBP_SKELETAL_SYSTEM_DEVELOPMENT,"The process whose specific outcome is the progression of the skeleton over time, from its formation to the mature structure. The skeleton is the bony framework of the body in vertebrates (endoskeleton) or the hard outer envelope of insects (exoskeleton or dermoskeleton). [GOC:dph, GOC:jid, GOC:tb]",41/926,333/12583,0.12312312312312312,1.673065073713022,3.508310820484618,7.747328450640333e-4,0.013130788310769023,0.01033632153465267,HIF1A/ANKH/FAM20C/DHRS3/VEGFA/FOSL2/CTNNB1/CSRNP1/MTHFD1L/FGFR1/TIMP1/INSIG1/SMAD3/CD44/SMAD7/NAB2/PDGFA/SKI/ETS2/RUNX1/ITGB8/ARID5A/FOXN3/RUNX3/RARG/CHD7/SNAI1/MEX3C/CHSY1/HOXA5/ANKRD11/NDST1/MYC/SRC/EIF2AK3/RUNX2/VDR/TGFB1/ANXA2/TMEM38B/SBDS,41
GOBP_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS,"Any process that modulates the frequency, rate or extent of receptor mediated endocytosis, the uptake of external materials by cells, utilizing receptors to ensure specificity of transport. [GOC:go_curators, GOC:tb]",16/926,90/12583,0.17777777777777778,2.4157427405807534,3.7989113895738806,7.946778170028417e-4,0.013388179869086797,0.010538935562395078,TAMALIN/SERPINE1/VEGFA/ARF6/CD63/HAMP/SGIP1/AAK1/PICALM/RABGEF1/RAC1/MKLN1/ARF1/FLOT1/ANXA2/CLU,16
GOBP_RESPONSE_TO_LEUKEMIA_INHIBITORY_FACTOR,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a leukemia inhibitory factor stimulus. [PMID:12801913]",16/926,90/12583,0.17777777777777778,2.4157427405807534,3.7989113895738806,7.946778170028417e-4,0.013388179869086797,0.010538935562395078,JARID2/MSC/FOSL2/RFX2/SPRY2/LAPTM5/RPS16/SMAD7/NRP2/KLF5/KDM5B/TLE4/RARG/POLR1F/KDM3A/SOCS3,16
HALLMARK_COMPLEMENT,"Genes encoding components of the complement system, which is part of the innate immune system.",25/926,172/12583,0.14534883720930233,1.9750803656637703,3.6290101484395905,7.975718713692191e-4,0.013396826627446555,0.010545742135810448,CTSL/CEBPB/DOCK4/SERPINE1/PLAUR/PIK3R5/FN1/TIMP1/PLEK/LGMN/LGALS3/ADAM9/EHD1/DUSP5/BRPF3/OLR1/CTSD/DUSP6/MAFF/TIMP2/SRC/S100A13/USP8/RBSN/CLU,25
GOBP_REGULATION_OF_CARBOHYDRATE_CATABOLIC_PROCESS,"Any process that modulates the frequency, rate, or extent of the chemical reactions and pathways resulting in the breakdown of carbohydrates. [GOC:mlg]",11/926,50/12583,0.22,2.9894816414686827,3.9726870417751132,8.420002752742603e-4,0.014011757782481227,0.011029804934606832,HIF1A/PRKAG2/DDIT4/IER3/PPP2CA/EP300/FBP1/SRC/PRXL2C/RPTOR/ZBTB7A,11
GOBP_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA,"The process that results in the movement of cytochrome c from the mitochondrial intermembrane space into the cytosol, which is part of the apoptotic signaling pathway and leads to caspase activation. [GOC:add, GOC:mah, GOC:mtg_apoptosis, ISBN:0721639976, PMID:12925707, PMID:9560217]",11/926,50/12583,0.22,2.9894816414686827,3.9726870417751132,8.420002752742603e-4,0.014011757782481227,0.011029804934606832,LMNA/BCL2A1/PLAUR/PPIF/IFI6/SMAD3/MCL1/BID/OPA1/MOAP1/CLU,11
GOBP_POSITIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION,"Any process that increases the rate, frequency or extent of mononuclear cell migration. Mononuclear cell migration is the movement of a mononuclear cell within or between different tissues and organs of the body. [GOC:mah]",15/926,82/12583,0.18292682926829268,2.4857108992256225,3.804133886243156,8.437800305504196e-4,0.014011757782481227,0.011029804934606832,CCL2/CSF1/SERPINE1/THBS1/LGMN/LGALS3/C5AR1/NEDD9/P2RX4/CCR1/GAS6/TGFB1/ABL2/ADAM8/SPI1,15
GOBP_CONNECTIVE_TISSUE_REPLACEMENT_INVOLVED_IN_INFLAMMATORY_RESPONSE_WOUND_HEALING,"The series of events leading to growth of connective tissue when loss of tissues that are incapable of regeneration occurs, or when fibrinous exudate cannot be adequately cleared, as part of an inflammatory response. [GOC:jal, PMID:9639571]",4/926,7/12583,0.5714285714285714,7.764887380438136,5.045744577951317,8.516120777694295e-4,0.014011757782481227,0.011029804934606832,PPARG/HIF1A/TIMP1/TGFB1,4
GOBP_POSITIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_SIGNALING_PATHWAY,"Any process that activates or increases the frequency, rate or extent of vascular endothelial growth factor signaling pathway. [GOC:TermGenie]",4/926,7/12583,0.5714285714285714,7.764887380438136,5.045744577951317,8.516120777694295e-4,0.014011757782481227,0.011029804934606832,VEGFA/ITGA5/ADGRG1/ITGB1,4
GOBP_REGULATION_OF_FAT_CELL_PROLIFERATION,"Any process that modulates the frequency, rate or extent of fat cell proliferation. [GOC:mah, GOC:sl]",4/926,7/12583,0.5714285714285714,7.764887380438136,5.045744577951317,8.516120777694295e-4,0.014011757782481227,0.011029804934606832,PID1/PPARD/PER2/TFDP1,4
GOBP_THYROID_HORMONE_TRANSPORT,"The directed movement of thyroid hormone into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:rph]",4/926,7/12583,0.5714285714285714,7.764887380438136,5.045744577951317,8.516120777694295e-4,0.014011757782481227,0.011029804934606832,SLC7A5/SLCO4A1/SLC16A10/TUBB1,4
GOBP_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION,"Any process that modulates the rate, frequency, or extent of the orderly movement of an endothelial cell into the extracellular matrix to form an endothelium. [GOC:BHF, GOC:dph, GOC:tb]",20/926,126/12583,0.15873015873015872,2.1569131612328154,3.678461691753068,8.55730423398613e-4,0.014038469657329434,0.011050832044380433,RGCC/PPARG/PLPP3/HIF1A/MET/VEGFA/HMOX1/THBS1/FGFR1/LGMN/MECP2/GLUL/STARD13/NRP2/P2RX4/RAC1/TGFB1/NUS1/ZC3H12A/ANXA1,20
GOCC_CELL_PROJECTION_MEMBRANE,"The portion of the plasma membrane surrounding a plasma membrane bounded cell surface projection. [GOC:krc, GOC:mah]",33/926,252/12583,0.13095238095238096,1.779453358017073,3.5227205221413778,8.606906911467061e-4,0.014078798020588706,0.01108257781011426,DHRS3/ARF6/CTNNB1/SH3BGRL3/SLC7A5/PLEK/SPRY2/GNA13/MYO10/GNA12/CD44/SLC7A11/ITGA5/SLC6A6/PDE4A/EHD1/EZR/ITGAV/RAC1/HLA-G/ATF4/B4GALT1/ADCY3/SRC/PDE6A/KCNC3/SCNN1A/ITGB1/MAPRE1/SLC1A2/BRWD1/FSCN1/KCNN4,33
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS,"Any process that activates or increases the frequency, rate, or extent of leukocyte chemotaxis. [GOC:add]",14/926,74/12583,0.1891891891891892,2.570807308388302,3.819569461249284,8.807826685624508e-4,0.014365692973915684,0.011308416382336517,CCL2/CSF1/SERPINE1/VEGFA/THBS1/LGMN/C5AR1/CXCL8/NEDD9/RAC1/CCR1/GAS6/IL6R/SPI1,14
GOBP_INTERLEUKIN_4_PRODUCTION,"The appearance of interleukin-4 due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels. [GOC:mah]",8/926,29/12583,0.27586206896551724,3.748566321590824,4.176390440984285,8.884895003067561e-4,0.014379989625212442,0.011319670450346351,CEBPB/NLRP3/SLC7A5/HAVCR2/CD86/CD83/DDIT3/HLA-DRB1,8
GOBP_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_PRODUCTION,"The appearance of vascular endothelial growth factor production due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels. [GOC:rl]",8/926,29/12583,0.27586206896551724,3.748566321590824,4.176390440984285,8.884895003067561e-4,0.014379989625212442,0.011319670450346351,HIF1A/C5AR1/IL1B/ATF4/ADORA2B/EIF2AK3/IL6R/TGFB1,8
GOBP_POSITIVE_REGULATION_OF_LIPID_TRANSPORT,"Any process that activates or increases the frequency, rate or extent of the directed movement of lipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:mah]",12/926,58/12583,0.20689655172413793,2.811424741193118,3.8970175378508136,8.893258200771156e-4,0.014379989625212442,0.011319670450346351,PPARG/NKX3-1/PTGES/ABCA1/EEPD1/IL1B/RETN/NTSR1/P2RX4/DENND5B/ANXA2/ABCG1,12
GOBP_GRANULOCYTE_CHEMOTAXIS,The movement of a granulocyte in response to an external stimulus. [GOC:rph],16/926,91/12583,0.17582417582417584,2.3891961170578884,3.7484800573424906,8.998064841658649e-4,0.014496877509266464,0.011411682500536565,CCL2/CSF1/VEGFA/THBS1/CXCL3/LGALS3/C5AR1/CXCL8/IL1B/PDE4B/TREM1/RAC1/MPP1/VAV3/CCL4L2/ANXA1,16
GOBP_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS,The orderly movement of endothelial cells into the extracellular matrix in order to form new blood vessels involved in sprouting angiogenesis. [PMID:16391003],10/926,43/12583,0.23255813953488372,3.160128585062032,3.9990054780832605,9.094362468048804e-4,0.014496877509266464,0.011411682500536565,VEGFA/HMOX1/EHD4/THBS1/NR4A1/STARD13/EGR3/ITGB1/NUS1/ANXA1,10
GOBP_DENDRITIC_CELL_DIFFERENTIATION,"The process in which a precursor cell type acquires the specialized features of a dendritic cell. A dendritic cell is a leukocyte of dendritic lineage specialized in the uptake, processing, and transport of antigens to lymph nodes for the purpose of stimulating an immune response via T cell activation. [CL:0000451, GOC:pr]",10/926,43/12583,0.23255813953488372,3.160128585062032,3.9990054780832605,9.094362468048804e-4,0.014496877509266464,0.011411682500536565,CEBPB/LGALS3/ITGB8/HLA-G/LGALS1/RBPJ/ZBTB46/GAS6/TGFB1/SPI1,10
GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION,"Any process that activates or increases the frequency, rate or extent of CD4-positive, alpha-beta T cell activation. [GOC:obol]",10/926,43/12583,0.23255813953488372,3.160128585062032,3.9990054780832605,9.094362468048804e-4,0.014496877509266464,0.011411682500536565,NLRP3/RIPK2/EP300/CD86/CD83/SHB/MALT1/OPA1/HLA-DRB1/ANXA1,10
GOBP_RESPONSE_TO_TUMOR_CELL,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a tumor cell. [GOC:add, ISBN:0781735149, PMID:16730260]",10/926,43/12583,0.23255813953488372,3.160128585062032,3.9990054780832605,9.094362468048804e-4,0.014496877509266464,0.011411682500536565,AHR/HAVCR2/LAPTM5/CD226/NECTIN2/TGFB1/GSDME/SPI1/IL4I1/HLA-DRB1,10
GOBP_BODY_MORPHOGENESIS,"The process in which the anatomical structures of the soma are generated and organized. [GOC:ems, ISBN:0140512888]",9/926,36/12583,0.25,3.3971382289416847,4.05939502277772,9.354813319425628e-4,0.014828037900960002,0.011672366033548716,CLDN5/ASPH/CSRNP1/SKI/EP300/ANKRD11/SSBP3/TGFB1/BRAF,9
GOBP_MONOCYTE_CHEMOTAXIS,"The movement of a monocyte in response to an external stimulus. [GOC:add, PMID:11696603, PMID:15173832]",9/926,36/12583,0.25,3.3971382289416847,4.05939502277772,9.354813319425628e-4,0.014828037900960002,0.011672366033548716,CCL2/SERPINE1/NINJ1/LGMN/LGALS3/FLT1/CCR1/IL6R/ANXA1,9
GOBP_PLACENTA_DEVELOPMENT,"The process whose specific outcome is the progression of the placenta over time, from its formation to the mature structure. The placenta is an organ of metabolic interchange between fetus and mother, partly of embryonic origin and partly of maternal origin. [GOC:add, ISBN:068340007X]",18/926,109/12583,0.1651376146788991,2.2439812154477186,3.6763016321696234,9.53129662928324e-4,0.01500628883286561,0.011812681976691048,PPARG/HIF1A/CEBPB/IL10/FOSL1/PPARD/ZFP36L1/PHLDA2/ADM/ITGB8/EPAS1/SNAI1/MAP2K1/RBPJ/DNAJB6/VDR/PRDM1/SOCS3,18
GOBP_BRANCHING_INVOLVED_IN_MAMMARY_GLAND_DUCT_MORPHOGENESIS,The process in which the branching structure of the mammary gland duct is generated and organized. The mammary gland is a large compound sebaceous gland that in female mammals is modified to secrete milk. [GOC:dph],6/926,17/12583,0.35294117647058826,4.795959852623555,4.414021854209901,9.547274572891218e-4,0.01500628883286561,0.011812681976691048,CSF1/AREG/KDM5B/SRC/VDR/TGFB1,6
GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION,"Any process that stops, prevents, or reduces the frequency, rate or extent of smooth muscle cell migration. [CL:0000192, GOC:mtg_muscle]",6/926,17/12583,0.35294117647058826,4.795959852623555,4.414021854209901,9.547274572891218e-4,0.01500628883286561,0.011812681976691048,SERPINE1/PPARD/GNA12/TRIB1/ABHD2/PTPN1,6
GOCC_FILOPODIUM,"Thin, stiff, actin-based protrusion extended by the leading edge of a motile cell such as a crawling fibroblast or amoeba, or an axonal or dendritic growth cone, or a dendritic shaft. [GOC:mah, GOC:pr, ISBN:0815316194]",15/926,83/12583,0.18072289156626506,2.4557625751385674,3.750261275917608,9.613539860694578e-4,0.015068353425105402,0.01186153811282885,RAPH1/ARF6/TUBB3/EPHB1/ARL4C/MYO10/VIL1/EZR/TM4SF19/ITGAV/HLA-G/FGF13/B4GALT1/ITGB1/FSCN1,15
GOBP_MAMMARY_GLAND_DUCT_MORPHOGENESIS,"The process in which anatomical structures of the mammary ducts are generated and organized. Mammary ducts are epithelial tubes that transport milk. [GOC:dph, PMID:17120154]",7/926,23/12583,0.30434782608695654,4.135646539581181,4.2421218162183925,9.834848705023208e-4,0.015287484437338562,0.012034034123506154,CSF1/AREG/KDM5B/SRC/NR3C1/VDR/TGFB1,7
GOBP_MODULATION_BY_SYMBIONT_OF_ENTRY_INTO_HOST,"Any process in which an organism modulates the frequency, rate or extent to which it enters into the host organism, where the two organisms are in a symbiotic interaction. [GOC:mtg_pamgo_17jul06]",7/926,23/12583,0.30434782608695654,4.135646539581181,4.2421218162183925,9.834848705023208e-4,0.015287484437338562,0.012034034123506154,CXCL8/ITGAV/NECTIN2/TRIM11/LGALS1/FURIN/HLA-DRB1,7
GOBP_REGULATION_OF_T_HELPER_17_CELL_DIFFERENTIATION,"Any process that modulates the frequency, rate or extent of T-helper 17 cell differentiation. [GOC:BHF, GOC:mah]",7/926,23/12583,0.30434782608695654,4.135646539581181,4.2421218162183925,9.834848705023208e-4,0.015287484437338562,0.012034034123506154,SMAD7/EP300/MALT1/LGALS1/OPA1/CD69/ZC3H12A,7
GOBP_FIBROBLAST_MIGRATION,"Cell migration that is accomplished by extension and retraction of a fibroblast pseudopodium. A fibroblast is a connective tissue cell which secretes an extracellular matrix rich in collagen and other macromolecules. [GOC:BHF, GOC:dph, GOC:tb]",11/926,51/12583,0.21568627450980393,2.9308643543810615,3.894158243600578,0.0010034155232049344,0.01551159106888507,0.012210446852649983,THBS1/SDC4/ZEB2/GNA13/GNA12/TNS1/PLEC/RAC1/ITGB1/TGFB1/BRAF,11
GOBP_L_ALPHA_AMINO_ACID_TRANSMEMBRANE_TRANSPORT,"The directed movement of L-alpha-amino acid across a membrane by means of some agent such as a transporter or a pore. [GOC:kmv, GOC:TermGenie, PMID:14668347]",11/926,51/12583,0.21568627450980393,2.9308643543810615,3.894158243600578,0.0010034155232049344,0.01551159106888507,0.012210446852649983,SLC7A5/SLC43A2/SLC7A11/NTSR1/PER2/SLC1A3/ITGB1/SLC1A2/CLN8/SLC25A13/TTYH3,11
GOBP_CELLULAR_RESPONSE_TO_NITROGEN_COMPOUND,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrogen compound stimulus. [GOC:pr, GOC:TermGenie]",55/926,489/12583,0.11247443762781185,1.5283648473766271,3.358847597339453,0.001010662102612941,0.015545336430735315,0.012237010597501562,PPARG/BCAR3/ATP2B1/PID1/CTNNB1/GNA15/FOXO3/SLC7A5/AHR/RAPGEF1/PIK3R1/LGMN/VIM/INSIG1/TOP1/ZFP36L1/NR4A3/IL1B/RIOK3/NR4A1/SSH1/RIPK2/DENND4C/P2RY1/EP300/EZR/FBP1/RGS9/PRNP/CTSD/P2RX4/RAC1/SYAP1/RAB31/FFAR3/SLC1A3/SRC/LY6E/PXN/SCNN1A/KBTBD2/PTPRE/CSF2RA/ALAS1/TGFB1/PTPN1/SLC1A2/FLOT1/NAMPT/COLEC12/RPTOR/RPL23/SOCS3/TMEM38B/CUL3,55
GOBP_TISSUE_MIGRATION,"The process in which the population of cells that make up a tissue undergo directed movement. [GOC:ascb_2009, GOC:dph, GOC:tb]",14/926,75/12583,0.18666666666666668,2.5365298776097913,3.761530957376588,0.0010111237131062956,0.015545336430735315,0.012237010597501562,HBEGF/HIF1A/ARF6/CD63/PPARD/ZEB2/ADAM9/VIL1/RREB1/SNAI1/SRC/ARHGAP5/IQSEC1/MAP4K4,14
GOBP_SENSORY_ORGAN_DEVELOPMENT,"The process whose specific outcome is the progression of sensory organs over time, from its formation to the mature structure. [GOC:go_curators]",43/926,359/12583,0.11977715877437325,1.6275982601057652,3.400237244711343,0.0010257507113032517,0.015727245919627784,0.012380206491220661,BCAR3/HIF1A/MAFB/VEGFA/CTNNB1/SDC4/ZEB2/FGFR1/EPHB1/VIM/SPRY2/INSIG1/SMAD3/NR4A3/HIPK2/SKI/MAPKAPK2/SKIL/JAG1/PFDN5/PER2/SLC4A7/KDM5B/FLT1/RAC1/SPRED2/RARG/ATF4/CHD7/CEBPD/KDM2B/WHRN/TGIF1/MYC/PDE6A/RBPJ/TGFB1/CLN8/BFSP1/GSDME/SLC25A25/ARSG/PRDM1,43
GOBP_ARTERY_DEVELOPMENT,"The progression of the artery over time, from its initial formation to the mature structure. An artery is a blood vessel that carries blood away from the heart to a capillary bed. [GOC:dph, GOC:sdb_2009, GOC:tb]",13/926,67/12583,0.19402985074626866,2.636584894103994,3.785559685271414,0.0010416101637167599,0.01578727161796041,0.012427457646568222,NKX3-1/VEGFA/SMAD7/ZMIZ1/JAG1/ENG/CHD7/LOXL1/NDST1/EGR2/RBPJ/PRDM1/DDIT3,13
GOBP_NEGATIVE_REGULATION_OF_T_CELL_PROLIFERATION,"Any process that stops, prevents or reduces the rate or extent of T cell proliferation. [GOC:jl]",13/926,67/12583,0.19402985074626866,2.636584894103994,3.785559685271414,0.0010416101637167599,0.01578727161796041,0.012427457646568222,CEBPB/TNFRSF21/IL10/SDC4/HAVCR2/LAPTM5/GPNMB/PRNP/CD86/HLA-G/TGFB1/IL4I1/HLA-DRB1,13
GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION,"Any process that activates or increases the frequency, rate or extent of alpha-beta T cell activation. [GOC:ai]",13/926,67/12583,0.19402985074626866,2.636584894103994,3.785559685271414,0.0010416101637167599,0.01578727161796041,0.012427457646568222,PNP/NLRP3/RIPK2/RUNX1/EP300/CD86/RUNX3/CD83/SHB/MALT1/OPA1/HLA-DRB1/ANXA1,13
GOBP_SEGMENTATION,"The regionalization process that divides an organism or part of an organism into a series of semi-repetitive parts, or segments, often arranged along a longitudinal axis. [PMID:10611687, PMID:9706689]",12/926,59/12583,0.2033898305084746,2.763773474393235,3.8272269733796236,0.0010430447473504536,0.01578727161796041,0.012427457646568222,MAFB/NKX3-1/ZEB2/SEMA3F/SMAD3/NRARP/NRP2/EP300/BASP1/EGR2/PCSK6/RBPJ,12
GOBP_INTERLEUKIN_6_PRODUCTION,"The appearance of interleukin-6 due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels. [GOC:mah]",20/926,128/12583,0.15625,2.123211393088553,3.599826373433199,0.001046905276448693,0.01578727161796041,0.012427457646568222,CEBPB/IL10/CLEC7A/HAVCR2/EREG/LAPTM5/IL1B/MAPKAPK2/ELF4/RIPK2/MAPK13/ARID5A/RABGEF1/ADORA2B/IL1RL2/GAS6/IL6R/TGFB1/AKIRIN2/ZC3H12A,20
GOBP_ENDOTHELIUM_DEVELOPMENT,"The process whose specific outcome is the progression of an endothelium over time, from its formation to the mature structure. Endothelium refers to the layer of cells lining blood vessels, lymphatics, the heart, and serous cavities, and is derived from bone marrow or mesoderm. Corneal endothelium is a special case, derived from neural crest cells. [GOC:mtg_heart]",17/926,101/12583,0.16831683168316833,2.2871821739409364,3.6605433127115186,0.0010493050622209336,0.01578727161796041,0.012427457646568222,MET/VEGFA/CLDN5/CTNNB1/RAPGEF1/ITGAX/IL1B/RAP2B/ID1/STARD13/JAG1/BTG1/KDM6B/EZR/S1PR2/RBPJ/RAB1A,17
GOBP_TYPE_II_INTERFERON_PRODUCTION,"The appearance of interferon-gamma due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels. Interferon-gamma is also known as type II interferon. [GOC:add, GOC:mah, PMID:15546383]",17/926,101/12583,0.16831683168316833,2.2871821739409364,3.6605433127115186,0.0010493050622209336,0.01578727161796041,0.012427457646568222,IL10/SLC7A5/CLEC7A/HAVCR2/IL1R1/LAPTM5/IL1B/PDE4B/RIPK2/ARID5A/CD226/CYRIB/PRNP/GAS6/DDIT3/HLA-DRB1/ZC3H12A,17
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,"A transition where an epithelial cell loses apical/basolateral polarity, severs intercellular adhesive junctions, degrades basement membrane components and becomes a migratory mesenchymal cell. [GOC:dph, PMID:14701881]",19/926,119/12583,0.15966386554621848,2.1696008857106555,3.6130118382046623,0.0010612949215947289,0.01592508406350277,0.012535941137040336,RGCC/HIF1A/VEGFA/CTNNB1/FGFR1/SPRY2/SMAD3/SMAD7/IL1B/JAG1/POFUT2/PPP2CA/SPRED2/ENG/SNAI1/RBPJ/TGFB1/LIMS1/ADAM8,19
GOBP_PROTEIN_PROCESSING,"Any protein maturation process achieved by the cleavage of a peptide bond or bonds within a protein. Protein maturation is the process leading to the attainment of the full functional capacity of a protein. [GOC:curators, GOC:jl, GOC:jsg]",24/926,166/12583,0.14457831325301204,1.9646100601108536,3.526017195741171,0.0010846814786461643,0.016177271710882405,0.012734458739235299,THBD/CTSL/MAFB/SERPINE1/S100A10/PLAUR/THBS1/SRGN/LGMN/ADAM9/CPD/RUNX1/MELTF/PRNP/ANPEP/DISP1/PCSK6/MYC/SRC/ANXA2/LDLRAD3/FURIN/ADAM8/PLAU,24
GOBP_POSITIVE_REGULATION_OF_MESENCHYMAL_CELL_PROLIFERATION,The process of activating or increasing the rate or extent of mesenchymal cell proliferation. Mesenchymal cells are loosely organized embryonic cells. [GOC:dph],5/926,12/12583,0.4166666666666667,5.661897048236141,4.553604670382414,0.0010919132389755053,0.016177271710882405,0.012734458739235299,CTNNB1/FGFR1/PDGFA/MYC/ARHGAP5,5
GOBP_POSITIVE_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY,"Any process that activates or increases the frequency, rate or extent of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay. [GOC:mcc, GOC:TermGenie]",5/926,12/12583,0.4166666666666667,5.661897048236141,4.553604670382414,0.0010919132389755053,0.016177271710882405,0.012734458739235299,ZFP36L1/CNOT1/AGO2/ZFP36/TOB1,5
GOBP_REGULATION_OF_TROPHOBLAST_CELL_MIGRATION,"Any process that modulates the frequency, rate or extent of trophoblast cell migration. [GOC:BHF, GOC:TermGenie]",5/926,12/12583,0.4166666666666667,5.661897048236141,4.553604670382414,0.0010919132389755053,0.016177271710882405,0.012734458739235299,VEGFA/TIMP1/AGO2/YTHDF3/ACVR1B,5
GOBP_ENDOTHELIAL_CELL_DIFFERENTIATION,"The process in which a mesodermal, bone marrow or neural crest cell acquires specialized features of an endothelial cell, a thin flattened cell. A layer of such cells lines the inside surfaces of body cavities, blood vessels, and lymph vessels, making up the endothelium. [CL:0000115, GOC:go_curators]",15/926,84/12583,0.17857142857142858,2.4265273063869177,3.6971667091247227,0.0010924761418402904,0.016177271710882405,0.012734458739235299,MET/VEGFA/CLDN5/CTNNB1/RAPGEF1/IL1B/RAP2B/ID1/JAG1/BTG1/KDM6B/EZR/S1PR2/RBPJ/RAB1A,15
GOBP_POSITIVE_REGULATION_OF_MIRNA_TRANSCRIPTION,"Any process that activates or increases the frequency, rate or extent of microRNA (miRNA) gene transcription. [GO_REF:0000058, GOC:dph, GOC:kmv, GOC:TermGenie, PMID:24699545]",10/926,44/12583,0.22727272727272727,3.0883074808560766,3.9108959967215218,0.0011005822977300593,0.016254531730517174,0.01279527644384056,PPARG/HIF1A/IL10/FOSL1/FOXO3/SMAD3/MYC/NR3C1/TGFB1/SPI1,10
GOBP_ANTERIOR_POSTERIOR_AXIS_SPECIFICATION,"The establishment, maintenance and elaboration of the anterior/posterior axis. The anterior-posterior axis is defined by a line that runs from the head or mouth of an organism to the tail or opposite end of the organism. [GOC:dph, GOC:go_curators, GOC:tb]",8/926,30/12583,0.26666666666666666,3.6236141108711304,4.0548403218836935,0.0011344467584772243,0.016580602363509975,0.01305195340990338,CTNNB1/NRARP/SKI/ETS2/BASP1/PGAP1/PCSK6/DDIT3,8
GOBP_ENDOCRINE_HORMONE_SECRETION,The regulated release of a hormone into the circulatory system. [GOC:dph],8/926,30/12583,0.26666666666666666,3.6236141108711304,4.0548403218836935,0.0011344467584772243,0.016580602363509975,0.01305195340990338,PPARG/NKX3-1/FGFR1/IL1B/RETN/KDM5B/NIBAN2/RAB8B,8
GOBP_IMMUNE_RESPONSE_TO_TUMOR_CELL,"An immune system process that functions in the response of an organism to a tumor cell. [GOC:add, ISBN:0781735149, PMID:16730260]",8/926,30/12583,0.26666666666666666,3.6236141108711304,4.0548403218836935,0.0011344467584772243,0.016580602363509975,0.01305195340990338,AHR/HAVCR2/CD226/NECTIN2/TGFB1/GSDME/IL4I1/HLA-DRB1,8
