ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GOBP_NEGATIVE_REGULATION_OF_CELL_MATRIX_ADHESION,"Any process that stops, prevents, or reduces the rate or extent of cell adhesion to the extracellular matrix. [GOC:hjd]",8/926,30/12583,0.26666666666666666,3.6236141108711304,4.0548403218836935,0.0011344467584772243,0.016580602363509975,0.01305195340990338,SERPINE1/THBS1/PIK3R1/JAG1/RASA1/SRC/MAP4K4/BCL6,8
GOBP_CRANIAL_NERVE_DEVELOPMENT,"The process whose specific outcome is the progression of the cranial nerves over time, from its formation to the mature structure. The cranial nerves are composed of twelve pairs of nerves that emanate from the nervous tissue of the hindbrain. These nerves are sensory, motor, or mixed in nature, and provide the motor and general sensory innervation of the head, neck and viscera. They mediate vision, hearing, olfaction and taste and carry the parasympathetic innervation of the autonomic ganglia that control visceral functions. [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, ISBN:0838580343]",9/926,37/12583,0.24324324324324326,3.3053236822135315,3.9579205101245343,0.0011566719658914432,0.01681807016039057,0.013238883809251171,MAFB/CTNNB1/EPHB1/SEMA3F/NRP2/SLC1A3/CHD7/EGR2/PLXNA1,9
GOBP_KERATINOCYTE_PROLIFERATION,"The multiplication or reproduction of keratinocytes, resulting in the expansion of a cell population. Keratinocytes are epidermal cells which synthesize keratin and undergo a characteristic change as they move upward from the basal layers of the epidermis to the cornified (horny) layer of the skin. [CL:0000311]",9/926,37/12583,0.24324324324324326,3.3053236822135315,3.9579205101245343,0.0011566719658914432,0.01681807016039057,0.013238883809251171,CD109/AREG/CDKN1A/PPARD/ZFP36L1/EREG/EXTL3/VDR/ZFP36,9
GOBP_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION,"Any process that modulates the rate, frequency or extent of mononuclear cell migration. Mononuclear cell migration is the movement of a mononuclear cell within or between different tissues and organs of the body. [GOC:mah]",19/926,120/12583,0.15833333333333333,2.1515208783297335,3.5722190129123312,0.0011761392974807344,0.017057051100319826,0.013427005327723632,CCL2/CSF1/SERPINE1/NINJ1/THBS1/LGMN/LGALS3/C5AR1/CD9/NEDD9/P2RX4/CCR1/GAS6/TGFB1/STK10/ABL2/ADAM8/SPI1/CD69,19
GOBP_REGULATION_OF_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of precursor metabolites, substances from which energy is derived, and the processes involved in the liberation of energy from these substances. [GOC:jl]",18/926,111/12583,0.16216216216216217,2.2035491214756875,3.589584605896131,0.001183744239551634,0.01712321037521091,0.013479084724755178,HIF1A/CXXC5/PRKAG2/PPIF/DDIT4/PHLDA2/RUBCNL/IER3/PPP2CA/EP300/FBP1/SRC/RBPJ/PRXL2C/RPTOR/AK4/ZBTB7A/CHCHD2,18
GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,"Any process that modulates the frequency, rate, or extent of an immune effector process. [GOC:add]",42/926,351/12583,0.11965811965811966,1.6259806907755072,3.3523757818460957,0.0011906150817447266,0.017178438628147632,0.013522559416954953,CD22/IL10/NLRP3/SLC7A5/AHR/GAB2/LGALS3/CLEC7A/LITAF/HAVCR2/IL1R1/NR4A3/LAPTM5/SMAD7/UBE2J1/IL1B/MAPKAPK2/RIPK2/ULBP2/EP300/DENND1B/ARID5A/CD226/CYRIB/CD86/RABGEF1/FFAR3/HLA-G/ADORA2B/NECTIN2/SHB/MALT1/LGALS1/OPA1/TGFB1/BCL6/SPI1/IL4I1/CD69/HLA-DRB1/ZC3H12A/ANXA1,42
GOBP_AMINO_ACID_TRANSMEMBRANE_TRANSPORT,"The process in which an amino acid is transported across a membrane. [GOC:dph, GOC:tb]",13/926,68/12583,0.19117647058823528,2.5978115868377585,3.7235014826941715,0.0012028334616438216,0.017266183389463733,0.013591630522548878,SLC7A5/SLC43A2/SLC7A11/SLC6A6/SLC16A10/NTSR1/PER2/SLC1A3/ITGB1/SLC1A2/CLN8/SLC25A13/TTYH3,13
GOBP_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving nucleotides. [GOC:go_curators]",13/926,68/12583,0.19117647058823528,2.5978115868377585,3.7235014826941715,0.0012028334616438216,0.017266183389463733,0.013591630522548878,HIF1A/PID1/PRKAG2/DDIT4/IER3/PPP2CA/EP300/FBP1/MAP2K1/SRC/PRXL2C/RPTOR/ZBTB7A,13
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION,"Any process that increases the rate, frequency, or extent of the orderly movement of an endothelial cell into the extracellular matrix to form an endothelium. [GOC:BHF, GOC:dph, GOC:tb]",15/926,85/12583,0.17647058823529413,2.3979799263117774,3.6448282928888363,0.0012383543920432578,0.017730840112029037,0.01395739997781714,PLPP3/HIF1A/MET/VEGFA/HMOX1/THBS1/FGFR1/LGMN/NRP2/P2RX4/RAC1/TGFB1/NUS1/ZC3H12A/ANXA1,15
GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY,"The series of molecular signals initiated by the binding of a cytokine to a receptor on the surface of a cell, and ending with the regulation of a downstream cellular process, e.g. transcription. [GOC:mah, GOC:signaling, PMID:19295629]",47/926,406/12583,0.11576354679802955,1.573059081381864,3.3081043362968403,0.001268870138708718,0.01812165550891867,0.01426504286317469,CCL2/PPARG/HIF1A/CSF1/IFNGR2/IL10/IRAK2/FOSL1/FOXO3/PIK3R1/CXCR4/IL1RN/OSM/IL1R1/EREG/CD44/SPHK1/LAPTM5/IL1B/MAPKAPK2/OASL/RIPK2/ST18/RABGEF1/IFNAR2/IL1RL2/YTHDF3/CCR1/SRC/RBM47/SPATA2/TBK1/TRAF3IP2/CSF2RA/GAS6/CRLF2/IL6R/PTPN1/LIMS1/PLP2/IL3RA/CCL4L2/IRAK1/IFITM3/SPI1/SOCS3/CCL3L3,47
GOBP_CARTILAGE_DEVELOPMENT,"The process whose specific outcome is the progression of a cartilage element over time, from its formation to the mature structure. Cartilage elements are skeletal elements that consist of connective tissue dominated by extracellular matrix containing collagen type II and large amounts of proteoglycan, particularly chondroitin sulfate. [GOC:cjm, PMID:23251424]",20/926,130/12583,0.15384615384615385,2.0905466024256523,3.522620406979466,0.0012735672895370896,0.01814269148917773,0.01428160201031865,HIF1A/FOSL2/CTNNB1/FGFR1/TIMP1/SMAD3/CD44/SMAD7/RUNX1/ITGB8/ARID5A/RUNX3/RARG/SNAI1/MEX3C/CHSY1/HOXA5/EIF2AK3/RUNX2/TGFB1,20
GOBP_FACE_MORPHOGENESIS,The process in which the anatomical structures of the face are generated and organized. The face is the ventral division of the head. [GOC:dph],7/926,24/12583,0.2916666666666667,3.963327933765299,4.09538505464451,0.0013012569168993073,0.018356306287961793,0.014449755756501686,CLDN5/ASPH/CSRNP1/SKI/EP300/ANKRD11/TGFB1,7
GOBP_NEGATIVE_REGULATION_OF_MIRNA_METABOLIC_PROCESS,"Any process that stops, prevents or reduces the frequency, rate or extent of miRNA metabolic process. [GOC:dph]",7/926,24/12583,0.2916666666666667,3.963327933765299,4.09538505464451,0.0013012569168993073,0.018356306287961793,0.014449755756501686,PPARG/HIF1A/VEGFA/PPARD/NCOR2/SMAD3/TGFB1,7
GOBP_POSITIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_PRODUCTION,"Any process that increases or activates the frequency, rate, or extent of production of vascular endothelial growth factor. [GOC:BHF, GOC:rl]",7/926,24/12583,0.2916666666666667,3.963327933765299,4.09538505464451,0.0013012569168993073,0.018356306287961793,0.014449755756501686,HIF1A/C5AR1/IL1B/ATF4/ADORA2B/EIF2AK3/TGFB1,7
GOBP_REGULATION_OF_BLOOD_CIRCULATION,"Any process that modulates the frequency, rate or extent of blood circulation. [GO_REF:0000058, GOC:mr, GOC:TermGenie, PMID:10659969]",22/926,149/12583,0.1476510067114094,2.0063635177642167,3.482807914973691,0.0013016111976002765,0.018356306287961793,0.014449755756501686,HBEGF/ATP2B1/DOCK4/ASPH/SCN4B/SMAD7/PDE4B/ADM/EPAS1/PER2/P2RX4/GSTO1/ADRB1/BIN1/FGF13/MAP2K1/SRC/KCNIP1/ITGB1/PTPN1/TMEM38B/ZC3H12A,22
GOBP_MONOCARBOXYLIC_ACID_TRANSPORT,"The directed movement of monocarboxylic acids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:krc]",17/926,103/12583,0.1650485436893204,2.2427708695925688,3.569351515623606,0.001312998618481487,0.018424546698741464,0.014503473386455173,PPARG/FABP5/THBS1/PPARD/PTGES/PLIN2/IL1B/ACSL3/SLCO4A1/NTSR1/P2RX4/SLCO2B1/SLC17A5/SLC6A8/PNPLA8/SLC16A6/ANXA1,17
GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION,"The multiplication or reproduction of neural precursor cells, resulting in the expansion of a cell population. A neural precursor cell is either a nervous system stem cell or a nervous system progenitor cell. [GOC:dph, GOC:yaf]",17/926,103/12583,0.1650485436893204,2.2427708695925688,3.569351515623606,0.001312998618481487,0.018424546698741464,0.014503473386455173,HIF1A/VEGFA/CTNNB1/FOXO3/ZEB2/FGFR1/EPHB1/DIXDC1/ID2/MIOS/ADGRG1/KDM2B/FGF13/PTBP2/ITGB1/TGFB1/ATF5,17
GOBP_P38MAPK_CASCADE,"A MAPK cascade containing at least the p38MAPK (MAPK14) MAP kinase, or Hog1 in yeast. It starts with the activation of a MAP3K, and the consecutive activation of a MPK2K and of p38MAPK. The cascade can also contain an additional tier: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinases in the downstream tier. The p38MAPK cascade is activated by stress signals, including hyperosmolarity, as well as by G protein-coupled receptors, growth factors, and cytokines, and results in cellular responses such as cell proliferation, cell differentiation, apoptosis and inflammation. [PMID:20811974, PMID:23125017, PMID:32794416]",10/926,45/12583,0.2222222222222222,3.019678425725942,3.8252628789943186,0.0013233259300446613,0.018511864535419004,0.014572208424615,ZFP36L1/SPHK1/IL1B/MAPKAPK2/GADD45G/EZR/GADD45B/ZFP36/SPI1/ZC3H12A,10
GOBP_FERROPTOSIS,"A programmed cell death characterized morphologically by the presence of smaller than normal mitochondria with condensed mitochondrial membrane densities, reduction or vanishing of mitochondria crista, and outer mitochondrial membrane rupture. Activation of mitochondrial voltage-dependent anion channels and mitogen-activated protein kinases, upregulation of endoplasmic reticulum stress, and inhibition of cystine/glutamate antiporter are involved in the induction of ferroptosis. This process is characterized by the accumulation of lipid peroxidation products and lethal reactive oxygen species (ROS) derived from iron metabolism. Glutathione peroxidase 4 (GPX4), heat shock protein beta-1, and nuclear factor erythroid 2-related factor 2 function as negative regulators of ferroptosis by limiting ROS production and reducing cellular iron uptake, respectively. In contrast, NADPH oxidase and p53 act as positive regulators of ferroptosis by promotion of ROS production and inhibition of expression of SLC7A11 (a specific light-chain subunit of the cystine/glutamate antiporter), respectively. Misregulated ferroptosis has been implicated in multiple physiological and pathological processes. [GOC:mtg_apoptosis, PMID:25236395, PMID:26794443]",6/926,18/12583,0.3333333333333333,4.529517638588913,4.223352180163477,0.0013436979928138511,0.018511864535419004,0.014572208424615,FTH1/NINJ1/HMOX1/SLC7A11/ADGRG1/GPX4,6
GOBP_NEGATIVE_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION,"Any process that stops, prevents, or reduces the frequency, rate or extent of T-helper cell differentiation. [GOC:go_curators]",6/926,18/12583,0.3333333333333333,4.529517638588913,4.223352180163477,0.0013436979928138511,0.018511864535419004,0.014572208424615,SMAD7/LGALS1/BCL6/CD69/ZC3H12A/ANXA1,6
GOBP_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,"Any process that modulates the frequency, rate or extent of fibroblast growth factor receptor signaling pathway activity. [GOC:go_curators]",6/926,18/12583,0.3333333333333333,4.529517638588913,4.223352180163477,0.0013436979928138511,0.018511864535419004,0.014572208424615,FAM20C/CTNNB1/THBS1/SPRY2/ITGB1/RUNX2,6
GOBP_REGULATION_OF_HETEROTYPIC_CELL_CELL_ADHESION,"Any process that modulates the frequency, rate, or extent of heterotypic cell-cell adhesion. [GOC:add]",6/926,18/12583,0.3333333333333333,4.529517638588913,4.223352180163477,0.0013436979928138511,0.018511864535419004,0.014572208424615,IL10/IL1RN/CD44/IL1B/MAPK7/FLOT1,6
GOBP_RESPONSE_TO_MUSCLE_ACTIVITY,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a muscle activity stimulus. [GOC:mtg_muscle]",6/926,18/12583,0.3333333333333333,4.529517638588913,4.223352180163477,0.0013436979928138511,0.018511864535419004,0.014572208424615,HIF1A/FN1/SLC7A5/ITGA5/METRNL/ITGB1,6
GOBP_TROPHOBLAST_CELL_MIGRATION,Trophoblast cell migration that is accomplished by extension and retraction of a pseudopodium. Trophoblast cells line the outside of the blastocyst. [GOC:dph],6/926,18/12583,0.3333333333333333,4.529517638588913,4.223352180163477,0.0013436979928138511,0.018511864535419004,0.014572208424615,VEGFA/TIMP1/SMAD3/AGO2/YTHDF3/ACVR1B,6
GOBP_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,"A change in morphology and behavior of a lymphocyte resulting from exposure to a specific antigen, mitogen, cytokine, chemokine, cellular ligand, or soluble factor, leading to the initiation or perpetuation of an immune response. [GOC:add, ISBN:0781735149]",27/926,198/12583,0.13636363636363635,1.8529844885136462,3.4096724365936906,0.0013483831405446058,0.018511864535419004,0.014572208424615,GPR183/IL10/NLRP3/PIK3R1/LGALS3/HAVCR2/ICOSLG/SMAD7/RIPK2/EP300/RNF168/CD86/SHB/MALT1/LGALS1/OPA1/TBK1/IL6R/TGFB1/PLXNA1/BCL6/SPI1/SOCS3/CD69/HLA-DRB1/ZC3H12A/ANXA1,27
GOCC_MEMBRANE_MICRODOMAIN,"A membrane region with a lipid composition that is distinct from that of the membrane regions that surround it. [PMID:20044567, PMID:26253820]",29/926,218/12583,0.13302752293577982,1.8076515346662176,3.3903313428959696,0.0013507780453899585,0.018511864535419004,0.014572208424615,PLPP3/SYNJ2/S100A10/CTNNB1/GAB2/EPHB1/TFPI/ABCA1/PI4K2A/RAP2B/NPC1/PPP2CA/EZR/CD226/PRNP/NTSR1/OLR1/CTSD/ADGRG1/BEST1/SRC/LAT/ITGB1/RAB5A/SLC1A2/FLOT1/ANXA2/FURIN/CHP1,29
GOBP_MULTICELLULAR_ORGANISM_GROWTH,"The increase in size or mass of an entire multicellular organism, as opposed to cell growth. [GOC:bf, GOC:curators, GOC:dph, GOC:tb]",21/926,140/12583,0.15,2.0382829373650106,3.48180239670807,0.001355409310217279,0.018511864535419004,0.014572208424615,CSF1/FOSL2/H3-3B/LGMN/ZFP36L1/VIL1/RASAL2/EP300/PLEC/CACNA2D2/EZR/RARG/CHD7/HOXA5/ADRB1/STK40/SLC1A2/H3-3A/SLC25A25/ATF5/GPX4,21
GOBP_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving carbohydrates. [GOC:go_curators]",21/926,140/12583,0.15,2.0382829373650106,3.48180239670807,0.001355409310217279,0.018511864535419004,0.014572208424615,HIF1A/PRKAG2/PLEK/DDIT4/PHLDA2/RUBCNL/IER3/PPP2CA/P2RY1/EP300/FBP1/NTSR1/MIDN/RANBP2/ARPP19/SRC/NR3C1/TGFB1/PRXL2C/RPTOR/ZBTB7A,21
GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT,The large subunit of a ribosome located in the cytosol. [GOC:mtg_sensu],11/926,53/12583,0.20754716981132076,2.820265699498757,3.742692270698473,0.0014031542739332613,0.01911755229884373,0.01504899499098041,RPL9/RPL17/RPL7/RPL22/RPL12/RPLP2/RPL10A/RPL35A/RPL37/RPL23/RPL37A,11
GOBP_CELLULAR_RESPONSE_TO_GLUCOCORTICOID_STIMULUS,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a glucocorticoid stimulus. Glucocorticoids are hormonal C21 corticosteroids synthesized from cholesterol with the ability to bind with the cortisol receptor and trigger similar effects. Glucocorticoids act primarily on carbohydrate and protein metabolism, and have anti-inflammatory effects. [GOC:mah]",9/926,38/12583,0.23684210526315788,3.218341480050017,3.859862206387979,0.0014182537796886337,0.019276603908956382,0.01517419757164956,FOXO3/DDIT4/ZFP36L1/EIF4E/NR3C1/ZFP36/USP8/TGFB1/ANXA1,9
GOBP_DEVELOPMENTAL_MATURATION,"A developmental process, independent of morphogenetic (shape) change, that is required for an anatomical structure, cell or cellular component to attain its fully functional state. [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]",31/926,239/12583,0.1297071129707113,1.762531968153845,3.3544087719896987,0.0014228764941640918,0.019292833813641795,0.015186973462124284,PPARG/HIF1A/FAM20C/VEGFA/CD63/H3-3B/CTNNB1/FOXO3/FGFR1/CLEC7A/EREG/MECP2/ATP6V1F/TUT4/ID2/PICALM/ABHD2/EPAS1/RAC1/HOXA5/B4GALT5/SHB/AGO2/RBPJ/RUNX2/TGFB1/BFSP1/H3-3A/FARP2/ZBTB7A/DDIT3,31
GOBP_CD4_POSITIVE_OR_CD8_POSITIVE_ALPHA_BETA_T_CELL_LINEAGE_COMMITMENT,The process in which an immature T cell commits to CD4-positive T cell lineage or the CD8-positive lineage of alpha-beta T cells. [ISBN:0781735149],8/926,31/12583,0.25806451612903225,3.5067233331010934,3.938380937524135,0.0014317994819363759,0.019367153088596125,0.015245476265152505,CTSL/EP300/LGALS1/OPA1/IL6R/SOCS3/CD69/BRAF,8
GOBP_POSITIVE_REGULATION_OF_SECRETION,"Any process that activates or increases the frequency, rate or extent of the controlled release of a substance from a cell or a tissue. [GOC:ai]",30/926,229/12583,0.13100436681222707,1.7801597706244636,3.3580289050556567,0.0014394875570678384,0.019424451999090472,0.01529058094191964,RGCC/PPARG/HIF1A/STX1A/S100A10/NKX3-1/ARF6/GAB2/SDC4/PPARD/FGFR1/PTGES/ADAM9/IL1B/ACSL3/P2RY1/STX1B/RETN/NTSR1/P2RX4/RAC1/ADORA2B/RAB8B/TGFB1/RAB5A/ANXA2/ABCG1/ADAM8/KCNN4/HLA-DRB1,30
GOBP_RESPONSE_TO_TUMOR_NECROSIS_FACTOR,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a tumor necrosis factor stimulus. [GOC:mah]",26/926,189/12583,0.13756613756613756,1.8693247397351067,3.3938616225115403,0.0014437933036396476,0.019435944783684923,0.015299627856246884,CCL2/NKX3-1/TNFRSF21/PID1/THBS1/MAP4K3/FOXO3/CXCL16/ZFP36L1/CXCL8/ADAM9/SPHK1/LAPTM5/CD58/MAPKAPK2/ST18/ZFAND6/FCAR/YBX3/SPATA2/TRAF3IP2/GAS6/ZFP36/LIMS1/GSDME/ZC3H12A,26
GOBP_HEART_DEVELOPMENT,"The process whose specific outcome is the progression of the heart over time, from its formation to the mature structure. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood. [GOC:jid, UBERON:0000948]",47/926,409/12583,0.11491442542787286,1.5615207507115814,3.253851666512612,0.001478698398204141,0.019854325023477865,0.015628969292564025,JARID2/LMNA/HIF1A/MSC/DHRS3/NKX3-1/VEGFA/CDKN1A/CLDN5/CTNNB1/FN1/PPARD/FGFR1/SMAD3/ZFP36L1/TAB2/SMAD7/ZMIZ1/SKI/ID1/JAG1/MEF2D/CRIP1/ID2/KDM6B/RUNX1/ADM/NRP2/EP300/BASP1/PLEC/DUSP6/RAC1/ENG/CHD7/SNAI1/NDST1/MAP2K1/PDLIM7/TRAF3IP2/RBPJ/ITGB1/TGFB1/ALPK2/ASB2/PRDM1/PDLIM5,47
GOBP_POSITIVE_REGULATION_OF_MOLECULAR_FUNCTION,"Any process that activates or increases the rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding. [GO:jl]",53/926,475/12583,0.11157894736842106,1.5161964306013416,3.2323064686813443,0.0014819293602027198,0.019854325023477865,0.015628969292564025,PPARG/BCAR3/MET/SGK1/S100A10/CDKN1A/PLAUR/PIK3R5/IL10/ASPH/NLRP3/SNX9/ARRDC3/RAPGEF1/FGFR1/EREG/TAB2/SPHK1/SKI/NMD3/H1-0/EP300/ARRDC4/NEDD9/TBC1D7/CEMIP/FLT1/NIBAN2/SYAP1/ADORA2B/FGF13/TFDP1/RIC1/RGS1/MAP2K1/SRC/NET1/DAZAP2/LAT/ITGB1/GAS6/PTPN1/LIMS1/FLOT1/IRAK1/DVL3/ZBTB7A/DDIT3/HLA-DRB1/CLU/ERN1/CHP1/TNNT3,53
GOBP_SKELETAL_SYSTEM_MORPHOGENESIS,"The process in which the anatomical structures of the skeleton are generated and organized. [GOC:dph, GOC:dsf, GOC:jid, GOC:tb]",20/926,132/12583,0.15151515151515152,2.0588716539040512,3.4467922432546425,0.0015408623517296045,0.020594851432737492,0.016211898427498882,DHRS3/VEGFA/FOSL2/CTNNB1/CSRNP1/MTHFD1L/FGFR1/INSIG1/SMAD3/NAB2/SKI/FOXN3/RARG/CHSY1/HOXA5/ANKRD11/NDST1/MYC/RUNX2/TGFB1,20
GOBP_CELL_SUBSTRATE_JUNCTION_DISASSEMBLY,"The disaggregation of a cell-substrate junction into its constituent components. [GOC:aruk, GOC:bc, PMID:25490267]",4/926,8/12583,0.5,6.794276457883369,4.6203741423397675,0.0016041200145157542,0.021238548992188584,0.016718605624971627,ARF6/PIK3R1/IQSEC1/MAP4K4,4
