p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
5.801120429372028e-5,1.4016144636547785,0.054,0.019,1,9,RARG
5.804775860114572e-5,0.8436208087785754,0.169,0.095,1,9,MIR181A1HG
5.810538975822913e-5,0.6111819584850919,0.352,0.254,1,9,ATF4
5.942637287061921e-5,0.7255335027933361,0.203,0.122,1,9,TMCO3
6.123269016441366e-5,1.1768911740026133,0.084,0.037,1,9,CHD7
6.130604631204434e-5,2.3437377699068405,0.019,0.004,1,9,LINC00499
6.180058021269063e-5,0.6395304987568933,0.268,0.176,1,9,BLTP3B
6.243790357618201e-5,0.8217837127446582,0.207,0.127,1,9,KLF11
6.24958629682916e-5,0.34397226780600265,0.939,0.872,1,9,CEBPD
6.30293369782608e-5,0.6041147956177966,0.594,0.509,1,9,GADD45B
6.396509554872812e-5,1.8293640303287688,0.042,0.013,1,9,SNAI1
6.468681591623168e-5,0.8362644444775293,0.138,0.073,1,9,MEX3C
6.481719562423286e-5,1.1421071005843988,0.084,0.037,1,9,DISP1
6.557528589223008e-5,1.909153419037081,0.042,0.013,1,9,ADORA2B
6.563917352536148e-5,1.483397994783557,0.084,0.037,1,9,AUTS2
6.769920956158188e-5,1.0045079757991244,0.142,0.076,1,9,INPP5A
6.816045899724424e-5,1.2936438177666783,0.103,0.05,1,9,RNF103
6.820112333529074e-5,1.932059593509467,0.042,0.013,1,9,FMNL3
7.019590814427727e-5,0.9719234735401602,0.192,0.116,1,9,YTHDF1
7.09281067495157e-5,0.6706828548824593,0.307,0.209,1,9,FCAR
7.207912143074687e-5,0.8572887700008527,0.161,0.09,1,9,RASA1
7.446988402670356e-5,0.3199944378809092,0.762,0.698,1,9,UBE2D3
7.611729116868934e-5,0.8868440123374894,0.172,0.1,1,9,CHSY1
7.697057989652464e-5,4.177442942409645,0.011,0.001,1,9,ADGRG1
7.725029116555374e-5,0.4948773599887074,0.456,0.344,1,9,CHMP4B
7.782972858154991e-5,0.6140828421397769,0.268,0.175,1,9,ITPRID2
7.884242303783996e-5,2.8849769914885375,0.011,0.001,1,9,CAMSAP3
8.03038154173983e-5,1.7113228613063782,0.038,0.012,1,9,HOXA5
8.244600666682968e-5,2.823542247240842,0.015,0.002,1,9,SCD
8.28311519331721e-5,0.3297196323418814,0.736,0.606,1,9,CD83
8.309881334332828e-5,3.0000333595125044,0.015,0.002,1,9,SLA2
8.315124584502822e-5,0.5305222843346877,0.36,0.263,1,9,SAMSN1
8.362476034205689e-5,2.436114498013565,0.027,0.007,1,9,ADRB1
8.388306296551503e-5,1.1661633560111317,0.103,0.05,1,9,SIPA1L2
8.861747614538584e-5,2.1857242188669876,0.023,0.005,1,9,ENSG00000289854
9.987181542730053e-5,1.9753602215362793,0.027,0.007,1,9,LYPD3
1.0351798192197073e-4,0.15759708251985227,1,0.994,1,9,TPT1
1.0489937621192136e-4,0.4951497666197349,0.487,0.384,1,9,HNRNPM
1.0771328667514008e-4,1.4729179370673617,0.061,0.024,1,9,ENSG00000274021
1.0927575812981273e-4,1.6952794385714003,0.038,0.012,1,9,CLDND2
1.0982029247932172e-4,1.0608582317578052,0.111,0.056,1,9,TPCN2
1.105239390042763e-4,1.7906520851208318,0.05,0.018,1,9,SRGAP1
1.168130835362119e-4,1.366417489769613,0.084,0.038,1,9,NECTIN2
1.1807958477318993e-4,2.7772040741655246,0.023,0.005,1,9,IL1RL2
1.2163406344650171e-4,0.9762573001332326,0.138,0.076,1,9,FPGS
1.232868499370908e-4,0.6800604454903743,0.241,0.156,1,9,RLF
1.233554885000728e-4,3.2306586496587197,0.011,0.002,1,9,SLC45A1
1.2355845446286376e-4,1.7997335837824875,0.034,0.01,1,9,MXRA7
1.2368221213086573e-4,3.116883676662148,0.011,0.002,1,9,ENSG00000288555
1.247771923928734e-4,2.5182955048765674,0.011,0.002,1,9,ENSG00000290758
1.2510746424720053e-4,2.8352166249325927,0.011,0.002,1,9,LIM2-AS1
1.255491086811925e-4,2.5836615179414624,0.011,0.002,1,9,LOXL1
1.2639126026039546e-4,1.449870397457536,0.046,0.016,1,9,ENSG00000286153
1.3285957359964717e-4,0.7940931568003828,0.234,0.153,1,9,CPEB4
1.3334418202661817e-4,0.9247621822924357,0.092,0.043,1,9,ENSG00000288879
1.3790601506906715e-4,0.699434684431989,0.234,0.152,1,9,PFKFB3
1.3792697428491627e-4,0.4384322613915217,0.548,0.436,1,9,UBE2R2
1.3838913530379114e-4,0.9954090386442807,0.195,0.122,1,9,B4GALT5
1.4717629473463774e-4,1.0125074002496577,0.165,0.098,1,9,MPHOSPH6
1.4939969612608753e-4,1.5873356070264206,0.042,0.014,1,9,SHB
1.4991986743827321e-4,2.2731311938832564,0.019,0.004,1,9,UPK2
1.5065142691451125e-4,1.1224488671636328,0.119,0.062,1,9,THOC1
1.5792406392854205e-4,0.9078799233752652,0.149,0.085,1,9,TMEM70
1.5912572168469855e-4,1.1826062069511765,0.096,0.046,1,9,BIN1
1.623025901839868e-4,0.5073577520651171,0.456,0.357,1,9,ANKRD11
1.624818397939798e-4,0.9777652733437694,0.123,0.065,1,9,NDST1
1.6858265916340349e-4,2.3258523067427914,0.023,0.005,1,9,ENSG00000289974
1.7466877710925103e-4,1.1634131825034812,0.126,0.068,1,9,SLC17A5
1.8074166368681907e-4,1.5025459909064103,0.05,0.018,1,9,DNAJB5-DT
1.8175705173370768e-4,0.6648790183705738,0.299,0.212,1,9,NFAT5
1.8752857150278518e-4,1.6121246675684393,0.034,0.01,1,9,IPO9-AS1
1.8814316657795856e-4,0.2924538433669224,0.636,0.523,1,9,TIMP2
1.8883035644912588e-4,1.4480094423251244,0.111,0.057,1,9,TRIM11
1.8947672993098783e-4,2.6921398285974387,0.011,0.002,1,9,LINC02941
1.90334332187963e-4,0.7082792588522002,0.199,0.123,1,9,NUDT4
1.9063652199983043e-4,0.6578142073389024,0.307,0.218,1,9,DNAJC1
1.9340066684023184e-4,0.6341199234470323,0.253,0.17,1,9,TPP2
1.9795405683386443e-4,0.8336836402667729,0.142,0.079,1,9,DNMBP
2.0177071938656167e-4,0.8518683788935739,0.165,0.097,1,9,KDM2B
2.0292413640530981e-4,0.5272315191780237,0.276,0.187,1,9,DEF8
2.0322521823724543e-4,1.8968992546791354,0.042,0.014,1,9,TMEM51
2.0612273624119417e-4,1.023851275236965,0.115,0.06,1,9,ENSG00000287216
2.1672274568245608e-4,2.570378525780958,0.019,0.004,1,9,MATK
2.178046582767551e-4,0.6560499009178764,0.291,0.205,1,9,ARIH2
2.1902660788944813e-4,0.731334023423887,0.199,0.124,1,9,RYBP
2.1983298588903018e-4,1.185700452312966,0.13,0.073,1,9,MTHFD2L
2.2079282913032834e-4,0.37201073924185724,0.571,0.472,1,9,HNRNPL
2.2187254441537275e-4,1.4893861955720293,0.057,0.023,1,9,TG
2.2553776657424749e-4,1.821412713615981,0.027,0.007,1,9,WHRN
2.296546588822237e-4,0.8836051370044442,0.149,0.086,1,9,ARPP19
2.3085778064221044e-4,1.7060623014722092,0.031,0.009,1,9,RHOBTB3
2.3263177611226475e-4,0.7098664529350441,0.337,0.251,1,9,MPP1
2.360335375557988e-4,1.1523089526941586,0.088,0.042,1,9,DNAJC25
2.4363697850432104e-4,1.5424774943063655,0.057,0.023,1,9,MAFK
2.5095616063153535e-4,0.8674834682351813,0.169,0.101,1,9,AGO2
2.570651250282944e-4,0.9503658912552047,0.13,0.072,1,9,TRMT6
2.622953781194024e-4,0.7821849892945434,0.146,0.082,1,9,SSBP3
2.717912966757443e-4,0.8269551187581152,0.241,0.163,1,9,MALT1
2.7245358554667747e-4,0.4568281152078978,0.54,0.442,1,9,CMTM6
2.7448932997223746e-4,0.41773973739851367,0.517,0.422,1,9,YBX3
2.750843405656876e-4,0.40323469950099766,0.563,0.469,1,9,BACH1
2.7570838727246437e-4,0.6797774126543139,0.368,0.284,1,9,BEST1
2.7650555602270544e-4,3.1460526601606293,0.011,0.002,1,9,FGF13
2.7806526762709884e-4,1.5579651358041189,0.061,0.026,1,9,TBC1D22B
2.782965357575608e-4,3.013781264628408,0.011,0.002,1,9,LINC01262
2.785211710313165e-4,3.0188945843108232,0.011,0.002,1,9,HAVCR1
2.807200994088527e-4,0.6072220566375577,0.253,0.166,1,9,GATAD2B
2.8683903956951276e-4,0.3105698070941938,0.598,0.511,1,9,U2AF1
2.8911517353623085e-4,1.1249343217244947,0.057,0.023,1,9,EGR3
2.941332999285732e-4,1.0312852173251932,0.165,0.101,1,9,CNST
2.978485737785502e-4,0.7686237130392775,0.161,0.096,1,9,BANP
3.066810127084892e-4,2.206862735080947,0.023,0.006,1,9,HCG20
3.078180255276018e-4,0.4448572322701896,0.464,0.366,1,9,TUBB4B
3.135243506604711e-4,2.4685390935967337,0.019,0.004,1,9,SPATA21
3.150732469365718e-4,1.336622756844944,0.084,0.04,1,9,DHX34
3.1743127409143994e-4,0.7323910417473434,0.215,0.14,1,9,TFDP1
3.192972422360305e-4,0.9416539322317306,0.096,0.047,1,9,ADNP2
3.2582098497213174e-4,1.3868507657796338,0.05,0.019,1,9,EGR2
3.3501100965331625e-4,0.6540447395483713,0.234,0.155,1,9,RAB22A
3.3520758274315735e-4,0.19667444855974114,0.973,0.96,1,9,LGALS1
3.3536666123624943e-4,1.0264429858423072,0.088,0.043,1,9,RGS12
3.367862447993112e-4,0.3786607431409865,0.59,0.491,1,9,MED13L
3.4345089655241274e-4,2.707529697141375,0.023,0.006,1,9,PCSK6
3.4527296423321615e-4,1.002961919843609,0.157,0.094,1,9,CD300LB
3.5605886481144405e-4,1.159781020761701,0.061,0.026,1,9,RCL1
3.5641994292413907e-4,0.6013650713908942,0.307,0.226,1,9,B4GALT1
3.6081435265653634e-4,0.6837867507656379,0.192,0.121,1,9,CREM
3.630894278018383e-4,0.6691467672868467,0.253,0.174,1,9,ENSG00000258216
3.6538674551023903e-4,2.9221826254961685,0.019,0.004,1,9,LINC03002
3.689196638998715e-4,0.5945815415939066,0.218,0.141,1,9,ARFGEF2
3.7474619232168843e-4,0.5236525753724612,0.345,0.254,1,9,TMEM170B
3.776035397876543e-4,0.58854006097678,0.356,0.266,1,9,AGFG1
3.777778413059536e-4,0.7847453756842402,0.165,0.1,1,9,PTBP2
3.783194184158577e-4,0.5086583782872125,0.307,0.22,1,9,RIC1
3.7873845611746356e-4,0.56766938554866,0.31,0.222,1,9,YTHDF3
3.818079596942844e-4,0.7634786236562894,0.18,0.112,1,9,CCR1
3.9490749847685924e-4,2.0527627693314967,0.034,0.011,1,9,DENND5B
3.9574725337804246e-4,1.645418663273294,0.038,0.013,1,9,RGS1
4.0167038744813257e-4,1.6647566043943618,0.034,0.011,1,9,MUC12
4.03655258323009e-4,0.83658727841322,0.126,0.07,1,9,PHF10
4.0519485433298884e-4,2.608120421674796,0.011,0.002,1,9,SLC6A8
4.075465335519982e-4,0.5073450271020197,0.46,0.375,1,9,THEMIS2
4.101252442161623e-4,0.5439498346617139,0.322,0.234,1,9,MAP2K1
4.1044630886987767e-4,2.735831670729284,0.015,0.003,1,9,ENSG00000287269
4.1716682660501085e-4,0.7832130400304316,0.161,0.096,1,9,TGIF1
4.1896858325996927e-4,1.6219246174721844,0.05,0.019,1,9,ADCY3
4.289698336251976e-4,0.7911481963478859,0.192,0.122,1,9,PDLIM7
4.2934801351548335e-4,0.1967501703554908,0.939,0.898,1,9,CLIC1
4.5737069784692024e-4,1.4316874366798538,0.065,0.029,1,9,MYC
4.622741445974231e-4,0.945887493277358,0.08,0.038,1,9,SRC
4.625010706242162e-4,1.1548826455487093,0.08,0.038,1,9,ARHGAP5
4.625908370099276e-4,1.0150007109949486,0.111,0.06,1,9,PLBD2
4.7318694302721573e-4,2.1565797116074497,0.027,0.008,1,9,ENSG00000288615
4.7412369255799957e-4,0.78992539911907,0.222,0.15,1,9,RAB20
5.123396146883577e-4,2.650140285608906,0.015,0.003,1,9,DNAH14
5.155334004095378e-4,1.1786446454204136,0.111,0.06,1,9,GFOD1
5.275377268561672e-4,0.4774176457226671,0.383,0.298,1,9,NOL7
5.29835784504096e-4,1.1467067352604445,0.088,0.044,1,9,ZBTB21
5.310833864474817e-4,1.9672989103780667,0.015,0.003,1,9,BRWD1-AS2
5.36819701825303e-4,0.5919618207851003,0.333,0.254,1,9,MXD1
5.460010073430398e-4,1.135974045548099,0.061,0.026,1,9,LINC02649
5.538582534257214e-4,0.7943628414942455,0.165,0.1,1,9,PLEKHO2
5.564009016972949e-4,3.292111664869517,0.011,0.002,1,9,S1PR2
5.631950315298066e-4,1.0981609454115278,0.115,0.063,1,9,CNEP1R1
5.708782427504506e-4,1.4197003127087888,0.05,0.02,1,9,TMEM52B
5.744134809126428e-4,0.863032401812976,0.149,0.09,1,9,ATG101
5.916833754309602e-4,0.4342872193953765,0.529,0.45,1,9,ETV6
5.975576777527206e-4,1.8341765775948145,0.034,0.011,1,9,PALM2AKAP2
6.06070330614163e-4,0.4306489187324516,0.556,0.48,1,9,ZFAND3
6.175734448983954e-4,0.370429336158435,0.586,0.517,1,9,UBE2D2
6.366193902046891e-4,1.2483975981881519,0.08,0.039,1,9,TP53INP2
6.429474642332269e-4,2.237013003383746,0.015,0.003,1,9,ENSG00000284624
6.518661017547123e-4,2.0699069732234188,0.015,0.003,1,9,ENSG00000215022
6.593802743151401e-4,0.8485006491280485,0.111,0.061,1,9,SNX8
6.637100478703895e-4,1.083715452850373,0.061,0.027,1,9,KCNJ15
6.664421551638664e-4,1.065155535340583,0.134,0.079,1,9,IGF2BP2
6.905783793873434e-4,0.6989170202155696,0.18,0.114,1,9,ENSG00000234961
7.233842896174832e-4,1.267496895612596,0.073,0.035,1,9,LINC01678
7.256355650736622e-4,0.4464300785205124,0.349,0.262,1,9,IQSEC1
7.420520487302074e-4,0.5832843029661143,0.307,0.229,1,9,NUTF2
7.43221591248788e-4,1.255921057385239,0.05,0.02,1,9,NET1
7.48707350487733e-4,0.2142177096369542,0.843,0.791,1,9,POLR2L
7.514969141100616e-4,0.7309660986260416,0.203,0.133,1,9,OPA1
7.651140238447994e-4,3.544456756103684,0.011,0.002,1,9,TKTL1
7.860464815863882e-4,0.5905442674266896,0.333,0.254,1,9,METRNL
8.005421575915038e-4,0.4224053570693964,0.425,0.338,1,9,NR3C1
